Movie_Name,rank,vizinho,sim
"Ordet (Word, The) (1955)",10,Sansho the Bailiff (Sanshô dayû) (1954),0.3668045997619629
Ordinary Decent Criminal (2000),1,Scorched (2003),0.11484118551015854
Ordinary Decent Criminal (2000),2,Crime Spree (2003),0.11154765635728836
Ordinary Decent Criminal (2000),3,"Life of David Gale, The (2003)",0.10932138562202454
Ordinary Decent Criminal (2000),4,Confidence (2003),0.10644780099391937
Ordinary Decent Criminal (2000),5,Hart's War (2002),0.10446177423000336
Ordinary Decent Criminal (2000),6,Formula 51 (2001),0.1031724363565445
Ordinary Decent Criminal (2000),7,"Score, The (2001)",0.10265450179576874
Ordinary Decent Criminal (2000),8,Hot Shots! (1991),0.10074181854724884
Ordinary Decent Criminal (2000),9,Bad Company (2002),0.10055520385503769
Ordinary Decent Criminal (2000),10,Spy Game (2001),0.10047560185194016
Ordinary Miracle (1978),1,That Munchhausen (1979),0.6303927898406982
Ordinary Miracle (1978),2,Formula of Love (1984),0.6286880970001221
Ordinary Miracle (1978),3,The Pokrovsky Gates (1983),0.5561550855636597
Ordinary Miracle (1978),4,12 Chairs (1976),0.5339687466621399
Ordinary Miracle (1978),5,Office Romance (1977),0.5211033821105957
Ordinary Miracle (1978),6,Sherlock Holmes and Dr. Watson: Acquaintance (1979),0.5143550038337708
Ordinary Miracle (1978),7,The Garage (1979),0.5102891325950623
Ordinary Miracle (1978),8,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),0.4945995509624481
Ordinary Miracle (1978),9,A Man from Boulevard des Capucines (1987),0.4904634952545166
Ordinary Miracle (1978),10,Unbelievable Adventures of Italians in Russia (1974),0.4867512285709381
Ordinary People (1980),1,Terms of Endearment (1983),0.4123816192150116
Ordinary People (1980),2,Kramer vs. Kramer (1979),0.409028559923172
Ordinary People (1980),3,Broadcast News (1987),0.39210179448127747
Ordinary People (1980),4,"Big Chill, The (1983)",0.38091251254081726
Ordinary People (1980),5,Witness (1985),0.36980652809143066
Ordinary People (1980),6,Chariots of Fire (1981),0.36587804555892944
Ordinary People (1980),7,Sophie's Choice (1982),0.35814252495765686
Ordinary People (1980),8,Midnight Cowboy (1969),0.35801416635513306
Ordinary People (1980),9,On Golden Pond (1981),0.3562309741973877
Ordinary People (1980),10,"Verdict, The (1982)",0.34898486733436584
Orgazmo (1997),1,BASEketball (1998),0.3106648623943329
Orgazmo (1997),2,Half Baked (1998),0.21796494722366333
Orgazmo (1997),3,"South Park: Bigger, Longer and Uncut (1999)",0.21215032041072845
Orgazmo (1997),4,Mallrats (1995),0.20679382979869843
Orgazmo (1997),5,Jay and Silent Bob Strike Back (2001),0.20438747107982635
Orgazmo (1997),6,Wayne's World 2 (1993),0.20061556994915009
Orgazmo (1997),7,"Waterboy, The (1998)",0.19572298228740692
Orgazmo (1997),8,Beavis and Butt-Head Do America (1996),0.19205717742443085
Orgazmo (1997),9,Wayne's World (1992),0.18961437046527863
Orgazmo (1997),10,UHF (1989),0.18608249723911285
Orgy of the Dead (1965),1,Attack of the Giant Leeches (1959),0.2673355042934418
Orgy of the Dead (1965),2,"Silent Night, Bloody Night (1973)",0.23261231184005737
Orgy of the Dead (1965),3,Countess Dracula (1972),0.22157002985477448
Orgy of the Dead (1965),4,"Wasp Woman, The (1959)",0.2202601134777069
Orgy of the Dead (1965),5,Don't Go in the House (1980),0.21565940976142883
Orgy of the Dead (1965),6,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)",0.21334972977638245
Orgy of the Dead (1965),7,"Scream, Blacula, Scream! (1973)",0.20539550483226776
Orgy of the Dead (1965),8,Return of the Street Fighter (Satsujin ken 2) (1974),0.2053353637456894
Orgy of the Dead (1965),9,"Satanic Rites of Dracula, The (1974)",0.2042052298784256
Orgy of the Dead (1965),10,Hells Angels on Wheels (1967),0.18690140545368195
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),1,Tales from Earthsea (Gedo Senki) (2006),0.19095855951309204
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),2,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha) (2011),0.17043466866016388
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),3,Patema Inverted (2013),0.16615918278694153
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),4,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),0.155963733792305
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),5,Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban) (2009),0.15571710467338562
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),6,Vexille (Bekushiru: 2077 Nihon sakoku) (2007),0.15247665345668793
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),7,"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)",0.14951394498348236
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),8,Eden of the East the Movie II: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost) (2010),0.14681939780712128
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),9,Tekkonkinkreet (Tekkon kinkurîto) (2006),0.1446591466665268
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),10,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",0.13889466226100922
Original Gangstas (1996),1,Sunset Park (1996),0.25151526927948
Original Gangstas (1996),2,Phat Beach (1996),0.24451151490211487
Original Gangstas (1996),3,Theodore Rex (1995),0.23944734036922455
Original Gangstas (1996),4,"Thin Line Between Love and Hate, A (1996)",0.21213430166244507
Original Gangstas (1996),5,Heaven's Prisoners (1996),0.207480788230896
Original Gangstas (1996),6,"Great White Hype, The (1996)",0.16384778916835785
Original Gangstas (1996),7,Last Dance (1996),0.15641243755817413
Original Gangstas (1996),8,American Strays (1996),0.15155477821826935
Original Gangstas (1996),9,Celtic Pride (1996),0.14960674941539764
Original Gangstas (1996),10,Once Upon a Time... When We Were Colored (1995),0.14692279696464539
"Original Kings of Comedy, The (2000)",1,Next Friday (2000),0.19688551127910614
"Original Kings of Comedy, The (2000)",2,Barbershop (2002),0.19164857268333435
"Original Kings of Comedy, The (2000)",3,Bamboozled (2000),0.1869005262851715
"Original Kings of Comedy, The (2000)",4,Made (2001),0.17714037001132965
"Original Kings of Comedy, The (2000)",5,Nurse Betty (2000),0.16968676447868347
"Original Kings of Comedy, The (2000)",6,Best in Show (2000),0.1607099026441574
"Original Kings of Comedy, The (2000)",7,"Contender, The (2000)",0.160429909825325
"Original Kings of Comedy, The (2000)",8,I'm Gonna Git You Sucka (1988),0.15984311699867249
"Original Kings of Comedy, The (2000)",9,White Men Can't Jump (1992),0.1592075526714325
"Original Kings of Comedy, The (2000)",10,Friday (1995),0.15917104482650757
Original Sin (2001),1,Taking Lives (2004),0.20394913852214813
Original Sin (2001),2,Unfaithful (2002),0.19845497608184814
Original Sin (2001),3,Femme Fatale (2002),0.17821940779685974
Original Sin (2001),4,Life or Something Like It (2002),0.16752776503562927
Original Sin (2001),5,High Crimes (2002),0.165714293718338
Original Sin (2001),6,Don't Say a Word (2001),0.1649210900068283
Original Sin (2001),7,Gia (1998),0.1620333045721054
Original Sin (2001),8,Bandits (2001),0.15931837260723114
Original Sin (2001),9,Lara Croft: Tomb Raider (2001),0.15679581463336945
Original Sin (2001),10,Heartbreakers (2001),0.1538660079240799
Orlando (1992),1,Enchanted April (1992),0.21191488206386566
Orlando (1992),2,"Unbearable Lightness of Being, The (1988)",0.20962215960025787
Orlando (1992),3,"Crying Game, The (1992)",0.20888838171958923
Orlando (1992),4,"Cook the Thief His Wife & Her Lover, The (1989)",0.2087881863117218
Orlando (1992),5,Tie Me Up! Tie Me Down! (¡Átame!) (1990),0.20364394783973694
Orlando (1992),6,My Own Private Idaho (1991),0.20203280448913574
Orlando (1992),7,"Room with a View, A (1986)",0.19839878380298615
Orlando (1992),8,Passion Fish (1992),0.19708086550235748
Orlando (1992),9,"Sex, Lies, and Videotape (1989)",0.19059544801712036
Orlando (1992),10,"Grifters, The (1990)",0.18901406228542328
Orphan (2009),1,Insidious (2010),0.4081999659538269
Orphan (2009),2,Sinister (2012),0.3597095012664795
Orphan (2009),3,"Conjuring, The (2013)",0.3467143774032593
Orphan (2009),4,Oculus (2013),0.33615830540657043
Orphan (2009),5,Insidious: Chapter 2 (2013),0.3319490849971771
Orphan (2009),6,Drag Me to Hell (2009),0.3308643698692322
Orphan (2009),7,Case 39 (2009),0.32753467559814453
Orphan (2009),8,Mama (2013),0.327420711517334
Orphan (2009),9,"Uninvited, The (2009)",0.320318341255188
Orphan (2009),10,Devil (2010),0.31945616006851196
"Orphanage, The (Orfanato, El) (2007)",1,[REC] (2007),0.3359485864639282
"Orphanage, The (Orfanato, El) (2007)",2,Let the Right One In (Låt den rätte komma in) (2008),0.30870574712753296
"Orphanage, The (Orfanato, El) (2007)",3,"Descent, The (2005)",0.30015718936920166
"Orphanage, The (Orfanato, El) (2007)",4,Drag Me to Hell (2009),0.28832828998565674
"Orphanage, The (Orfanato, El) (2007)",5,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",0.2863469421863556
"Orphanage, The (Orfanato, El) (2007)",6,Paranormal Activity (2009),0.2799159586429596
"Orphanage, The (Orfanato, El) (2007)",7,1408 (2007),0.27002087235450745
"Orphanage, The (Orfanato, El) (2007)",8,"Mist, The (2007)",0.2691655158996582
"Orphanage, The (Orfanato, El) (2007)",9,"Others, The (2001)",0.2674187123775482
"Orphanage, The (Orfanato, El) (2007)",10,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",0.26714667677879333
Orphans (1997),1,"Destinées, Les (Destinées sentimentales, Les) (2000)",0.13260741531848907
Orphans (1997),2,My Name Is Joe (1998),0.1265418529510498
Orphans (1997),3,Friday Night (Vendredi Soir) (2002),0.11969733238220215
Orphans (1997),4,"Horse's Mouth, The (1958)",0.11809603869915009
Orphans (1997),5,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),0.11692622303962708
Orphans (1997),6,Family Viewing (1987),0.11359938979148865
Orphans (1997),7,Heat and Dust (1983),0.112482450902462
Orphans (1997),8,Nightcap (Merci pour le chocolat) (2000),0.11141560226678848
Orphans (1997),9,No Such Thing (2001),0.11094068735837936
Orphans (1997),10,See the Sea (1997),0.11082534492015839
Orphans of the Storm (1921),1,Foolish Wives (1922),0.4687742292881012
Orphans of the Storm (1921),2,Way Down East (1920),0.39417412877082825
Orphans of the Storm (1921),3,Broken Blossoms or The Yellow Man and the Girl (1919),0.3583229184150696
Orphans of the Storm (1921),4,"Big Parade, The (1925)",0.313959538936615
Orphans of the Storm (1921),5,"Crowd, The (1928)",0.30374887585639954
Orphans of the Storm (1921),6,Love Me Tonight (1932),0.29131898283958435
Orphans of the Storm (1921),7,"Bitter Tea of General Yen, The (1933)",0.2902607023715973
Orphans of the Storm (1921),8,"Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)",0.28735172748565674
Orphans of the Storm (1921),9,"Unknown, The (a.k.a. Alonzo the Armless) (1927)",0.26745688915252686
Orphans of the Storm (1921),10,Queen Christina (1933),0.2668195068836212
Orpheus (Orphée) (1950),1,Day of Wrath (Vredens dag) (1943),0.3311018645763397
Orpheus (Orphée) (1950),2,Beauty and the Beast (La belle et la bête) (1946),0.3026740849018097
Orpheus (Orphée) (1950),3,"Ordet (Word, The) (1955)",0.2990463376045227
Orpheus (Orphée) (1950),4,Viridiana (1961),0.29684215784072876
Orpheus (Orphée) (1950),5,Ugetsu (Ugetsu monogatari) (1953),0.29501453042030334
Orpheus (Orphée) (1950),6,Pickpocket (1959),0.29244229197502136
Orpheus (Orphée) (1950),7,"Pandora's Box (Büchse der Pandora, Die) (1929)",0.28836143016815186
Orpheus (Orphée) (1950),8,The Earrings of Madame de... (1953),0.27937325835227966
Orpheus (Orphée) (1950),9,Black Narcissus (1947),0.2757759392261505
Orpheus (Orphée) (1950),10,"Atalante, L' (1934)",0.2739032804965973
Osama (2003),1,Vera Drake (2004),0.21252460777759552
Osama (2003),2,Nowhere in Africa (Nirgendwo in Afrika) (2001),0.1953078657388687
Osama (2003),3,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",0.1832888126373291
Osama (2003),4,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",0.1829044669866562
Osama (2003),5,"Magdalene Sisters, The (2002)",0.18269626796245575
Osama (2003),6,"Man on the Train (Homme du train, L') (2002)",0.17918837070465088
Osama (2003),7,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),0.17834971845149994
Osama (2003),8,Rabbit-Proof Fence (2002),0.17778387665748596
Osama (2003),9,In This World (2002),0.1772000640630722
Osama (2003),10,I'm Not Scared (Io non ho paura) (2003),0.17588980495929718
Oscar (1967),1,The Gendarme of St. Tropez (1964),0.44127336144447327
Oscar (1967),2,"Wing and the Thigh, The (L'aile ou la cuisse) (1976)",0.39814355969429016
Oscar (1967),3,Delusions of Grandeur (La folie des grandeurs) (1971),0.38327446579933167
Oscar (1967),4,"Gendarme Gets Married, The (Le gendarme se marie) (1968)",0.3759227693080902
Oscar (1967),5,The Gendarme and the Creatures from Outer Space (1978),0.3508995473384857
Oscar (1967),6,Fantomas vs. Scotland Yard (Fantômas contre Scotland Yard) (1967),0.3488471806049347
Oscar (1967),7,"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)",0.30229511857032776
Oscar (1967),8,Fantomas Unleashed (Fantômas se déchaîne) (1965),0.29550549387931824
Oscar (1967),9,Fantomas (Fantômas) (1964),0.2949252426624298
Oscar (1967),10,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),0.27307841181755066
Oscar (1991),1,Straight Talk (1992),0.20769192278385162
Oscar (1991),2,Doc Hollywood (1991),0.19635388255119324
Oscar (1991),3,Stop! Or My Mom Will Shoot (1992),0.19541440904140472
Oscar (1991),4,Twins (1988),0.1888905018568039
Oscar (1991),5,Trapped in Paradise (1994),0.18881122767925262
Oscar (1991),6,Hudson Hawk (1991),0.18653391301631927
Oscar (1991),7,Wildcats (1986),0.18419353663921356
Oscar (1991),8,Undercover Blues (1993),0.1838637739419937
Oscar (1991),9,Tango & Cash (1989),0.17672744393348694
Oscar (1991),10,Hot Shots! (1991),0.17290152609348297
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),1,"Wings of the Dove, The (1997)",0.260113924741745
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",0.23250393569469452
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),3,Afterglow (1997),0.19975130259990692
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),4,"Governess, The (1998)",0.1956474930047989
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),5,"Sweet Hereafter, The (1997)",0.19051897525787354
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),6,Hilary and Jackie (1998),0.19014450907707214
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),7,"End of the Affair, The (1999)",0.188080295920372
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),8,Mrs. Dalloway (1997),0.18640851974487305
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),9,Howards End (1992),0.18264804780483246
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),10,Ulee's Gold (1997),0.1821780800819397
"Oslo, August 31st (Oslo, 31. august) (2011)",1,Reprise (2006),0.3045652210712433
"Oslo, August 31st (Oslo, 31. august) (2011)",2,Blind (2014),0.25093016028404236
"Oslo, August 31st (Oslo, 31. august) (2011)",3,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),0.21903760731220245
"Oslo, August 31st (Oslo, 31. august) (2011)",4,"Kid With a Bike, The (Le gamin au vélo) (2011)",0.21498261392116547
"Oslo, August 31st (Oslo, 31. august) (2011)",5,"Turin Horse, The (A Torinói ló) (2011)",0.21494311094284058
"Oslo, August 31st (Oslo, 31. august) (2011)",6,Elena (2011),0.21452389657497406
"Oslo, August 31st (Oslo, 31. august) (2011)",7,Tabu (2012),0.20591381192207336
"Oslo, August 31st (Oslo, 31. august) (2011)",8,"Man Who Sleeps, The (Un homme qui dort) (1974)",0.20381344854831696
"Oslo, August 31st (Oslo, 31. august) (2011)",9,Amour (2012),0.20106735825538635
"Oslo, August 31st (Oslo, 31. august) (2011)",10,"Two Days, One Night (Deux jours, une nuit) (2014)",0.19819748401641846
Osmosis Jones (2001),1,Jimmy Neutron: Boy Genius (2001),0.2397681027650833
Osmosis Jones (2001),2,Cats & Dogs (2001),0.23299114406108856
Osmosis Jones (2001),3,Monkeybone (2001),0.22965267300605774
Osmosis Jones (2001),4,Scooby-Doo (2002),0.2291395217180252
Osmosis Jones (2001),5,Spy Kids (2001),0.22547532618045807
Osmosis Jones (2001),6,Atlantis: The Lost Empire (2001),0.2155592292547226
Osmosis Jones (2001),7,Shallow Hal (2001),0.2151310294866562
Osmosis Jones (2001),8,Rat Race (2001),0.21207204461097717
Osmosis Jones (2001),9,Dr. Dolittle 2 (2001),0.21097120642662048
Osmosis Jones (2001),10,"Animal, The (2001)",0.2093886435031891
Ossessione (1943),1,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",0.3700309097766876
Ossessione (1943),2,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0.3173336088657379
Ossessione (1943),3,Quai des Orfèvres (Jenny Lamour) (1947),0.30447500944137573
Ossessione (1943),4,Port of Shadows (Quai des brumes) (1938),0.29922595620155334
Ossessione (1943),5,Odd Man Out (1947),0.29847970604896545
Ossessione (1943),6,Casque d'or (1952),0.2968100309371948
Ossessione (1943),7,Big Deal on Madonna Street (I Soliti Ignoti) (1958),0.29414689540863037
Ossessione (1943),8,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",0.293149471282959
Ossessione (1943),9,"Bête humaine, La (1938)",0.28818702697753906
Ossessione (1943),10,Lola Montès (1955),0.2864937484264374
"Osterman Weekend, The (1983)",1,"Getaway, The (1972)",0.24171803891658783
"Osterman Weekend, The (1983)",2,Tightrope (1984),0.24124912917613983
"Osterman Weekend, The (1983)",3,Black Widow (1987),0.2334238886833191
"Osterman Weekend, The (1983)",4,"Killer Elite, The (1975)",0.23253467679023743
"Osterman Weekend, The (1983)",5,Dead Bang (1989),0.23091918230056763
"Osterman Weekend, The (1983)",6,To Live and Die in L.A. (1985),0.22906163334846497
"Osterman Weekend, The (1983)",7,Black Sunday (1977),0.22839508950710297
"Osterman Weekend, The (1983)",8,Year of the Dragon (1985),0.22686918079853058
"Osterman Weekend, The (1983)",9,Into the Night (1985),0.22596734762191772
"Osterman Weekend, The (1983)",10,Under Fire (1983),0.22525088489055634
Otello (1986),1,Hamlet (1948),0.11230649054050446
Otello (1986),2,Greaser's Palace (1972),0.10902155935764313
Otello (1986),3,Hamlet (1964),0.10878913849592209
Otello (1986),4,Blood on the Sun (1945),0.10347206890583038
Otello (1986),5,Carmen (1984),0.10337112843990326
Otello (1986),6,Mephisto (1981),0.10000021755695343
Otello (1986),7,"Good Earth, The (1937)",0.0992031991481781
Otello (1986),8,Rembrandt (1936),0.09890402108430862
Otello (1986),9,Pelle the Conqueror (Pelle erobreren) (1987),0.09867244213819504
Otello (1986),10,Liebestraum (1991),0.09863530844449997
Othello (1995),1,Richard III (1995),0.26051095128059387
Othello (1995),2,Hamlet (1996),0.2083853930234909
Othello (1995),3,Restoration (1995),0.19474157691001892
Othello (1995),4,Much Ado About Nothing (1993),0.19051559269428253
Othello (1995),5,Sense and Sensibility (1995),0.1894700974225998
Othello (1995),6,Mighty Aphrodite (1995),0.1816146969795227
Othello (1995),7,Mary Reilly (1996),0.17936250567436218
Othello (1995),8,Dead Man Walking (1995),0.1791808307170868
Othello (1995),9,Leaving Las Vegas (1995),0.17543520033359528
Othello (1995),10,Nixon (1995),0.1742587685585022
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",1,Hamlet (1948),0.2417019009590149
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",2,Chimes at Midnight (Campanadas a medianoche) (1965),0.23879359662532806
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",3,"Trial, The (Procès, Le) (1962)",0.2112608402967453
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",4,"Magnificent Ambersons, The (1942)",0.20546621084213257
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",5,"Lady from Shanghai, The (1947)",0.19500288367271423
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",6,"Stranger, The (1946)",0.18932552635669708
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",7,"Blue Angel, The (Blaue Engel, Der) (1930)",0.18904303014278412
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",8,Grand Illusion (La grande illusion) (1937),0.18585681915283203
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",9,Confidential Report (1955),0.18488585948944092
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",10,"Crowd, The (1928)",0.18468277156352997
"Other Boleyn Girl, The (2008)",1,"Duchess, The (2008)",0.35751286149024963
"Other Boleyn Girl, The (2008)",2,Elizabeth: The Golden Age (2007),0.2866973876953125
"Other Boleyn Girl, The (2008)",3,Becoming Jane (2007),0.2784728407859802
"Other Boleyn Girl, The (2008)",4,Atonement (2007),0.2570045590400696
"Other Boleyn Girl, The (2008)",5,"Young Victoria, The (2009)",0.24773116409778595
"Other Boleyn Girl, The (2008)",6,Marie Antoinette (2006),0.22434140741825104
"Other Boleyn Girl, The (2008)",7,Memoirs of a Geisha (2005),0.21940341591835022
"Other Boleyn Girl, The (2008)",8,Pride & Prejudice (2005),0.2184678316116333
"Other Boleyn Girl, The (2008)",9,"Holiday, The (2006)",0.20981591939926147
"Other Boleyn Girl, The (2008)",10,"Reader, The (2008)",0.2080685943365097
"Other Guys, The (2010)",1,Step Brothers (2008),0.443178653717041
"Other Guys, The (2010)",2,This Is the End (2013),0.39132827520370483
"Other Guys, The (2010)",3,21 Jump Street (2012),0.39041197299957275
"Other Guys, The (2010)",4,Horrible Bosses (2011),0.38781553506851196
"Other Guys, The (2010)",5,Get Him to the Greek (2010),0.38196030259132385
"Other Guys, The (2010)",6,Anchorman 2: The Legend Continues (2013),0.37698954343795776
"Other Guys, The (2010)",7,22 Jump Street (2014),0.37650489807128906
"Other Guys, The (2010)",8,Hot Tub Time Machine (2010),0.37186893820762634
"Other Guys, The (2010)",9,Pineapple Express (2008),0.3700912296772003
"Other Guys, The (2010)",10,Tropic Thunder (2008),0.3699164092540741
"Other Man, The (2008)",1,"Burning Plain, The (2008)",0.17063461244106293
"Other Man, The (2008)",2,Serious Moonlight (2009),0.1648586094379425
"Other Man, The (2008)",3,Return to Sender (2015),0.13830231130123138
"Other Man, The (2008)",4,The Whole Truth (2016),0.13734383881092072
"Other Man, The (2008)",5,Deadfall (2012),0.13336457312107086
"Other Man, The (2008)",6,Adoration (2008),0.1329786479473114
"Other Man, The (2008)",7,My Mom's New Boyfriend (2008),0.13280367851257324
"Other Man, The (2008)",8,Stone (2010),0.13256439566612244
"Other Man, The (2008)",9,Extraordinary Measures (2010),0.13181611895561218
"Other Man, The (2008)",10,Trespass (2011),0.12985655665397644
Other People (2016),1,Handsome Devil (2016),0.2227642834186554
Other People (2016),2,Beach Rats (2017),0.22200249135494232
Other People (2016),3,God's Own Country (2017),0.2092893272638321
Other People (2016),4,The Meddler (2016),0.20193935930728912
Other People (2016),5,Certain Women (2016),0.2016579806804657
Other People (2016),6,Grandma (2015),0.20078818500041962
Other People (2016),7,Southside With You (2016),0.1891469955444336
Other People (2016),8,Blue Jay (2016),0.18646177649497986
Other People (2016),9,Love Is Strange (2014),0.18540097773075104
Other People (2016),10,The Dinner (2017),0.18483063578605652
Other People's Money (1991),1,Only the Lonely (1991),0.18420635163784027
Other People's Money (1991),2,Man Trouble (1992),0.17714466154575348
Other People's Money (1991),3,Class Action (1991),0.1679122895002365
Other People's Money (1991),4,Bugsy (1991),0.16790765523910522
Other People's Money (1991),5,"He Said, She Said (1991)",0.16649676859378815
Other People's Money (1991),6,Protocol (1984),0.1655954271554947
Other People's Money (1991),7,Leap of Faith (1992),0.16480903327465057
Other People's Money (1991),8,I Love You to Death (1990),0.16390028595924377
Other People's Money (1991),9,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",0.1634756177663803
Other People's Money (1991),10,Shining Through (1992),0.1630254089832306
"Other Side of Heaven, The (2001)",1,Charly (2002),0.1950230896472931
"Other Side of Heaven, The (2001)",2,Brigham City (2001),0.12685708701610565
"Other Side of Heaven, The (2001)",3,"Rookie, The (2002)",0.11560338735580444
"Other Side of Heaven, The (2001)",4,Radio (2003),0.11223670840263367
"Other Side of Heaven, The (2001)",5,Tuck Everlasting (2002),0.10858572274446487
"Other Side of Heaven, The (2001)",6,Secondhand Lions (2003),0.10800498723983765
"Other Side of Heaven, The (2001)",7,Return to Me (2000),0.10319673269987106
"Other Side of Heaven, The (2001)",8,"Man from Snowy River, The (1982)",0.09820931404829025
"Other Side of Heaven, The (2001)",9,Welcome to Mooseport (2004),0.09793636947870255
"Other Side of Heaven, The (2001)",10,"Majestic, The (2001)",0.09621002525091171
"Other Side of Sunday, The (Søndagsengler) (1996)",1,"Separation, The (Séparation, La) (1994)",0.17139407992362976
"Other Side of Sunday, The (Søndagsengler) (1996)",2,Aberdeen (2000),0.15147167444229126
"Other Side of Sunday, The (Søndagsengler) (1996)",3,"Italian, The (Italianetz) (2005)",0.1473437249660492
"Other Side of Sunday, The (Søndagsengler) (1996)",4,"Visit, The (2000)",0.14208339154720306
"Other Side of Sunday, The (Søndagsengler) (1996)",5,"Touch of Class, A (1973)",0.14083737134933472
"Other Side of Sunday, The (Søndagsengler) (1996)",6,Go Now (1995),0.1391656994819641
"Other Side of Sunday, The (Søndagsengler) (1996)",7,"Story of Women (Affaire de femmes, Une) (1988)",0.13847742974758148
"Other Side of Sunday, The (Søndagsengler) (1996)",8,Tunes of Glory (1960),0.13703633844852448
"Other Side of Sunday, The (Søndagsengler) (1996)",9,Unmade Beds (1997),0.13528718054294586
"Other Side of Sunday, The (Søndagsengler) (1996)",10,Lovers and Other Strangers (1970),0.13211321830749512
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",1,"Housekeeper, The (femme de ménage, Une) (2002)",0.15702255070209503
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",2,Sex and Lucia (Lucía y el sexo) (2001),0.14746490120887756
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",3,"Ay, Carmela! (¡Ay, Carmela!) (1990)",0.1408601999282837
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",4,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",0.14027628302574158
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",5,"Mondays in the Sun (Lunes al sol, Los) (2002)",0.13987407088279724
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",6,"Flower of Evil, The (Fleur du mal, La) (2003)",0.1277572214603424
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",7,Torremolinos 73 (2003),0.12773330509662628
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",8,"Pellet (Bola, El) (2000)",0.12563124299049377
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",9,See the Sea (1997),0.12169244140386581
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",10,Nightcap (Merci pour le chocolat) (2000),0.11254847794771194
"Other Sister, The (1999)",1,Hope Floats (1998),0.2603970766067505
